institution_name,study_period_start_date,credential,program_length, total_estimated_cost ,student_status,Comments
Selkirk College,08-09-2020,Millwright Certificate, 1 ," $4,604.45 ", Completed  ,
Langara College,06-01-2020,Business Management Diploma,2," $9,150.00 ",,
Capilano University,05-05-2019,Bachelor in Bussiness administration,4," $24,557.32 ", Attending ,
Langara College,01-05-2019,Associate of Arts: Asian Studies,,, Hiatus ,
BCIT,04-01-2017,Electrical Apprentice,1," $3,200.00 ", Hiatus ,
Capilano University,06-05-2019,General Arts Diploma,,, Hiatus ,
University of British Columbia,08-09-2020,Bachelor of Education, 4 ," $44,101.00 ", Hiatus , Transfer 
College of New Caledonia,03-09-2019,Social Service Worker,,, Completed  ,
University of Northen BC,09-09-2020,Social Work,4," $25,964.00 ", Attending ,
Langara College,06-01-2020,Associate of Arts in Psychology,2," $9,150.00 ",,
Langara College,01-01-2019,,,,,
Vancouver Island University,01-09-2019,Bachelor in Child & Youth Care,4," $25,000.00 ", Hiatus ,
Camosun College,03-09-2019,Arts & Science Studies,2,, Never Attended , No Show for enrolled class 
Thompson Rivers University,01-09-2019,Bachelor of Computing Science,4," $24,100.00 ", Hiatus ,
University of the Fraser Valley,01-09-2019,,,, Never Attended ,
Langara College,01-01-2019,,,,,
Vancouver Community College,01-09-2019,University Transfer,1,, Never Attended ,
University of the Fraser Valley,,,,, Never Attended ,
Langara College,01-09-2019,Registered Massage Therapy,,, Hiatus ,
Capilano University,,Health Care Assitant,,, Hiatus ,
Thompson Rivers University,01-09-2021,General Studies Diploma,2," $18,400.00 ", Attending ,
University of Victoria,,Humanities,,,,
Vancouver Community College,01-09-2019,Esthetics Program,1,, Never Attended , Withdrew 
Kwantlen Polytechnic University,01-09-2019,Arts,4," $23,500.00 ", Attending ,
University of British Columbia Okanagan,08-09-2015,Bachelor of Science,4," $30,000.00 ", Attending ,
Vancouver Island University,03-09-2019,Bachelor of Arts,4," $25,000.00 ", Attending ,
Langara College,01-05-2022,General Education Diploma,2," $12,017.00 ",,
College of New Caledonia,03-09-2019,Kinesiology,,, Hiatus ,
University of British Columbia Okanagan,,Bachelor of Ars,4," $27,000.00 ", Hiatus ,
Thompson Rivers University,01-08-2019,Horticulture,1," $6,147.59 ", Completed  ,
Langara College,06-05-2019,Diploma: Arts & Science Women's Studies,2," $9,211.00 ", Hiatus ,
Simon Fraser University,05-01-2021,Bachelor of Arts,4," $20,028.00 ", Attending ,
BCIT,01-09-2021,Welding,,, Hiatus ,
North Island College,01-09-2018,Business Administration,,, Attending ,
Camosun College,03-09-2019,Indigenous family support,1,, Hiatus , Last attended 06/20 
College of the Rockies,01-09-2021,Education Assistant Certificate,1," $4,057.00 ", Attending ,
Okanagan College,01-09-2019,Administrative Assistant Certificate,1,, Hiatus , Last attended Fal 2019 
Langara College,,Psychology,,,,
Langara College,06-01-2020,Associate of Arts: History,," $2,818.00 ",,
Langara College,01-09-2021,Kinesiology Diploma,2," $12,014.00 ",,
Thompson Rivers University,05-01-2019,Undeclared,4," $24,100.00 ", Hiatus ,
University of British Columbia,01-09-2019,Bachelor of Arts,4," $27,000.00 ", Attending ,
College of New Caledonia,03-09-2019,Criminology,,, Hiatus ,
Vancouver Island University,04-09-2018,Fine Arts (Theatre),2," $11,000.00 ", Completed  ,
Vancouver Community College,01-04-2019,ECE Assistant Course-Health,2, $410.00 , Completed  ,
Nicola Valley Institute of Technology,01-09-2019,Health Care Assistant,1," $1,560.00 ", Hiatus ,
Native Education College,01-09-2020,Aboriginal Justice Studies,1," $5,973.00 ", Attending ,
Vancouver Island University,08-09-2015,Bachelor of Science,4," $25,000.00 ", Completed  ,
Vancouver Island University,,,,, Never Attended , We have no record of PTWP approval for this student 
Thompson Rivers University,01-09-2019,Bachelor of Fine Arts,4," $24,100.00 ", Hiatus ,
Langara College,01-01-2019,,,,,
Vancouver Island University,03-09-2019,Bachelor of Business Administration,4," $25,000.00 ", Attending ,
Vancouver Island University,01-06-2019,,,,, We have no record of PTWP approval for this student 
Vancouver Island University,03-09-2019,Social Services,4," $25,000.00 ", Attending , Previously enrolled in Bachelor of Arts 
University of British Columbia,05-09-2019,Bachelor of Applied Science in Integrated Engineering,4," $28,298.00 ", Attending ,
Vancouver Community College,21-10-2019,Professional Cook 1,," $5,345.50 ", Hiatus , Withdrew 
Native Education College,03-09-2019,Health Care Assistant Program, 1 ," $7,301.00 ", Hiatus ,
Camosun College,06-05-2019,College Prep,,, Hiatus , Last attended 06/19 
Capilano University,03-09-2019,Applied Behaviour Analysis ,4," $31,187.02 ", Attending ,
Langara College,03-09-2019,Associate of Arts,,, Hiatus ,
Douglas College,01-01-2020,Health Care Assistant,1," $2,016.00 ", Hiatus ,
Okanagan College,01-09-2019,Basic Accounting,,, Completed  ,
College of the Rockies,03-09-2019,Health Care Assistant,1,, Completed  ,
College of New Caledonia,19-08-2019,,,, Hiatus ,
Vancouver Island University,04-09-2018,Information & Technology Systems,2," $12,000.00 ", Completed  ,
Camosun College,03-09-2019,Visual Arts,2,, Hiatus , Last attended 04/20 
Douglas College,01-05-2019,Bachelor of Business Administration,4," $38,000.00 ", Hiatus ,
Simon Fraser University,05-01-2021,Bachelor of Business Administration,2," $20,318.00 ", Attending ,
Camosun College,03-09-2019,Arts & Sciences Studies,2,, Never Attended , Withdrew from all Fall '19 courses 
University of Victoria,01-09-2019,Bachelor of Science,,, Attending ,
Langara College,09-09-2019,,,,,
Langara College,07-09-2021,Arts & Science,2," $8,162.00 ",,
Vancouver Island University,04-09-2018,Bachelor of Arts in Child & Youth Care,4," $25,000.00 ", Attending ,
Thompson Rivers University,01-09-2019,Bachelor of Arts,4," $24,100.00 ", Hiatus ,
Douglas College,01-09-2019,General Studies,2," $12,000.00 ", Hiatus ,
Capilano University,04-09-2019,Bachelor in Motion Picture Art,,, Hiatus ,
Camosun College,03-09-2019,Indigenous Studies,2,, Attending ,
Capilano University,03-09-2019,2D Animation and Visual Arts,2," $13,460.92 ", Hiatus ,
Camosun College,06-05-2019,University Transfer,2,, Hiatus , Last attended 08/20 
Langara College,01-05-2019,,,,,
Langara College,06-05-2019,Kinesiology,2," $9,211.00 ", Hiatus ,
Langara College,02-01-2019,,,,,
Camosun College,03-09-2021,Health Care Assistant,1," $3,500.00 ", Hiatus ,
Selkirk College,03-09-2019,Nursing Unit Clerk,1,,, Completed fall semester and withdrew from Winter 
Nicola Valley Institute of Technology,01-09-2019,,,, Never Attended ," No application submitted, no student number or other information provided from student. "
Capilano University,03-09-2019,Indigenous Independent Filmmaking,2," $21,885.55 ", Hiatus ,
University of British Columbia,06-09-2022,Bachelor of Arts,3," $23,000.00 ",, Transferred from Langara College 
Langara College,01-09-2018,,,,,
Selkirk College,03-09-2019,Hairstylist Foundation,1," $7,936.00 ", Completed  ,
Vancouver Island University,10-09-2019,Exploratory Studies,4," $25,000.00 ", Hiatus , Last attended Spring 2020 
Emily Carr University of Art & Design,01-09-2019,Bachelor of Fine Arts-Visual Arts, 4 ," $21,000.00 ", Attending ,
Langara College,01-05-2021,Fine Arts Diploma,2," $13,169.00 ",,
Kwantlen Polytechnic University,01-09-2019,Arts,4," $23,500.00 ", Hiatus ,
Vancouver Community College,01-09-2019,Auto Service Technician Foundations,1," $5,315.00 ", Completed  ,
Coast Mountain College,03-09-2019,Business Administration Diploma, 2 ," $12,426.00 ", Hiatus ,
Langara College,01-09-2019,Kinesiology,,, Hiatus ,
College of New Caledonia,03-09-2019,Social Service Worker,,, Hiatus ,
Douglas College,03-09-2019,Bachelor of Arts in Child & Youth Care,2," $12,000.00 ", Attending , Youth Justice Work Diploma Completed 
Justice Insitute of British Columbia,08-07-2019,"Emergency Medical Responder Course/Bylaw Compliance, and Enforcement  & Investigative Skills 1 & 2", 1 ," $2,742.00 ", Completed  , Completed EMR. 
North Island College,,Health Care Assistant,4," $3,605.00 ", Attending ,
Native Education College,04-09-2018,Aboriginal Early Childhood Education Program,1," $6,173.00 ",,
BCIT,01-07-2019,Construction Estimator Certificate,1," $7,800.00 ", Hiatus ,
Native Education College,04-09-2018,Justice and Public Safety Certificate,1,,,
Douglas College,01-09-2019,General Studies,2," $12,000.00 ", Hiatus ,
Simon Fraser University,08-09-2021,Bachelor of Arts,4," $27,624.00 ", Attending ,
Langara College,03-09-2019,Associate of Arts in Social Sciences,2," $9,395.00 ", Attending ,
Capilano University,03-09-2019,Bachelor in Music,4," $43,967.28 ", Hiatus ,
Royal Roads University,13-09-2021,Bachelor of Arts,2," $18,805.00 ", Attending ," ccelerated program, two academic years in 12 months "
Douglas College,01-01-2020,Health Care Support/Mental Health Worker,1," $9,340.00 ", Hiatus ,
Nicola Valley Institute of Technology,01-09-2019,Associate of Arts in Criminology,,, Hiatus ,
University of the Fraser Valley,01-09-2019,Community Support Worker,1," $8,005.00 ", Attending ,
Kwantlen Polytechnic University,03-09-2019,Bachelor of Arts,4," $23,408.00 ", Attending ,
University of the Fraser Valley,01-01-2019,Qualifying Studies,2," $8,005.00 ", Attending ,
North Island College,05-09-2023,Welder Foundation Harmonized Certificate,1," $3,500.00 ",, Transfer from BCIT 
BCIT,27-08-2019,Piping Foundation,1," $4,170.00 ", Hiatus ,
College of New Caledonia,,University Studies,,, Attending ,
Camosun College,03-09-2019,Indigenous College Prep,1,, Hiatus , Last attended 05/20 
Langara College,01-01-2021,Associate of Arts: Psychology,2," $9,775.00 ", Attending ,
BCIT,01-03-2019,General Studies,1," $6,140.00 ", Hiatus ,
Nicola Valley Institute of Technology,,,,,,
Nicola Valley Institute of Technology,08-09-2021,Adult Updagrading,2, $360.00 ,,
Nicola Valley Institute of Technology,30-04-2021,Associate of Arts,2," $2,927.00 ",,
Nicola Valley Institute of Technology,04-01-2021,Associate of Arts,2," $6,720.00 ",,
Douglas College,01-01-2021,Academic Foundations,2," $7,936.00 ", Hiatus ,
University of the Fraser Valley,01-07-2019,,," $7,810.00 ", Hiatus , Transferred out 
Camosun College,,University Transfer,,, Hiatus ,
Douglas College,07-09-2021,General Studies,2," $12,196.00 ", Hiatus ,
North Island College,01-09-2019,Early Childhood Education Certificate,," $5,250.00 ",,
University of the Fraser Valley,01-09-2019,Bachelor of Integrated Studiies,4," $23,765.00 ", Attending ,
Nicola Valley Institute of Technology,02-09-2020,Health Care Assistant,1," $3,561.00 ",,
Nicola Valley Institute of Technology,13-01-2020,Environmental Resources Technology Diploma,17 weeks," $1,664.00 ",,
University of the Fraser Valley,03-09-2019,Heavy Mechanical Foundations,," $5,174.00 ", Completed  ,
Nicola Valley Institute of Technology,04-09-2019,Environmental Resources Technology Diploma,34 weeks," $4,904.00 ",,
Nicola Valley Institute of Technology,08-09-2021,Administrative Studies Certificate,1," $3,229.00 ",,
College of New Caledonia,04-05-2020,Nursing Unit Clerk,1," $6,800.00 ", Completed  ,
Okanagan College,01-09-2019,Esthetics and Nail Certificate,1,, Completed  ,
Vancouver Community College,11-09-2017,Fashion Design,2," $3,500.00 ", Completed  ,
Thompson Rivers University,01-09-2019,Bachelor of Business Administration,4," $24,100.00 ", Hiatus ,
Kwantlen Polytechnic University,,Interior Design,,, Never Attended ,
University of the Fraser Valley,01-09-2019,Bachelor of Arts,4," $23,765.00 ", Attending ,
Vancouver Island University,03-09-2019,Bachelor of Business Administration,4," $25,000.00 ", Hiatus ,
Vancouver Community College,01-01-2020,Practical Nursing,," $16,902.00 ", Hiatus , w/d Covid 
Vancouver Island University,06-01-2020,Adult Basic Education,," $15,000.00 ", Hiatus , Last attended Apr 2020; student completing prereq's towards Practical Nursing Diploma 
Nicola Valley Institute of Technology,24-09-2018,,,,,
Vancouver Community College,01-09-2019,Professional Cook Plus 1,1," $4,734.00 ", Hiatus ,
Camosun College,08-09-2020,Mental Health & Addictions,1,, Completed  , program completed June 2019 
College of New Caledonia,03-09-2019,Associate of Arts ,,, Hiatus ,
College of New Caledonia,03-09-2019,JET,,, Completed  , Correction - Rec AUG Funding 
Douglas College,01-09-2019,Criminology Diploma,2," $12,000.00 ", Hiatus ,
Northern Lights College,02-01-2021,Education Assistant,1,, Completed  ,
University of the Fraser Valley,01-09-2019,Criminal Justice,2, 10804.4.5 ,, Starting in Winter 
BCIT,01-09-2019,Forest and Natural Areas Management,,, Completed  ,
Nicola Valley Institute of Technology,,,,,,
Capilano University,03-09-2019,Bachelor of Common Studies,4," $24,333.06 ", Attending , credit from Summer 2021 (562.89) plus charges $2115.02 for Fall 2021 
Nicola Valley Institute of Technology,04-09-2019,Associate of Arts in Criminology,2," $5,600.00 ", Hiatus ,
University of Northen BC,07-09-2022,BSc - Psychology,4," $19,604.00 ",, Transfer 
University of Victoria,06-05-2019,Bachelor of Science in Nursing,,, Hiatus ,
Douglas College,01-09-2019,General Studies,2," $12,000.00 ", Hiatus ,
Camosun College,03-09-2019,University Transfer,2,, Hiatus , Last attended 12/19 
Thompson Rivers University,,Bachelor of Arts,,,,
Nicola Valley Institute of Technology,08-09-2015,Associate of Arts  ,2," $5,600.00 ", Hiatus , Has been on hiatus off and on over the years but still actively working towards program 
North Island College,,,,, Never Attended ,
Douglas College,01-05-2018,Vet Office Animal Care Certificate,1," $14,000.00 ", Completed  ,
College of New Caledonia,19-08-2019,Health Care Assistant,,, Completed  ,
Nicola Valley Institute of Technology,04-09-2018,Associate of Arts in Criminology,2," $5,600.00 ", Hiatus ," Last attended date: Apr 24, 2020 "
University of British Columbia,02-09-2019,Bachelor of Arts, 4 ,, Attending , Not Eligible - under 24 months 
Nicola Valley Institute of Technology,01-09-2019,,,,,
Nicola Valley Institute of Technology,07-09-2021,Adult Upgrading,5, $900.00 ,,
College of New Caledonia,,,,, Hiatus ,
College of New Caledonia,03-09-2019,University Transfer,,, Hiatus ,
University of Northen BC,04-09-2019,Undeclared,4," $24,565.00 ", Hiatus ,
University of the Fraser Valley,04-09-2019,Early Childhood Education Certificate,," $3,083.00 ", Never Attended ,
Nicola Valley Institute of Technology,03-09-2019,,,,,
Nicola Valley Institute of Technology,01-09-2020,,,,,
Nicola Valley Institute of Technology,,,,,,
Nicola Valley Institute of Technology,01-09-2019,,,, Never Attended ,
Camosun College,03-09-2019,Indigenous College Preparatory,1,, Never Attended , Withdrew from all Fall '19 courses 
Nicola Valley Institute of Technology,04-09-2020,Environmental Resources Technology Diploma,1," $5,594.00 ",,
Nicola Valley Institute of Technology,01-09-2019,,,,,
Nicola Valley Institute of Technology,,,,,,
Okanagan College,30-07-2019,PACE,,, Attending , Not billed-ABE 
University of the Fraser Valley,04-06-2019,Qualifying Studies,1," $8,005.00 ", Attending ,
Emily Carr University of Art & Design,04-09-2022,Bachelor of Design,4," $16,200.00 ",, Transfer from Camosun 
Camosun College,04-09-2019,Arts & Science Studies,2,, Hiatus , Last attended 10/19 
Nicola Valley Institute of Technology,04-09-2019,Bachelor of Social Work,2," $12,530.00 ", Attending ,
Nicola Valley Institute of Technology,04-09-2019,Associate of Arts ,2," $5,600.00 ", Hiatus ,
Okanagan College,01-09-2019,Human Service Worker ,2," $7,877.32 ", Attending , Previously enrolled in Landscape Horticulture/Associate of Arts 
Nicola Valley Institute of Technology,01-09-2018,,,,,
College of the Rockies,03-09-2019,Business Mgmt,4,, Attending ,
Vancouver Island University,03-09-2019,Refrigeration/Air Conditioning Mechanic,1," $4,564.52 ", Completed  ,
Nicola Valley Institute of Technology,01-09-2019,,,,,
Emily Carr University of Art & Design,03-09-2019,Bachelor of Fine Arts - Illustration,4," $13,950.00 ", Attending ,
Thompson Rivers University,01-09-2019,Bachelor of Arts,4," $24,100.00 ", Hiatus ,
Nicola Valley Institute of Technology,01-09-2020,,,,,
Kwantlen Polytechnic University,03-09-2019,Fashion Marketing & Design,4," $25,000.00 ", Hiatus ,
Vancouver Community College,,Fashion Design,,, Completed  ,
Okanagan College,06-08-2019,Plumbing and Piping Trades,1,, Hiatus , Terminated for lack of attendance. Missed 113 hours of classes 
University of Victoria,01-09-2019,Bachelor of Arts,,, Attending ,
Douglas College,02-09-2019,Associate of Arts in Economics,2," $12,000.00 ", Attending ,
Justice Institute of British Columbia,01-04-2022,Basic Security Training & Assessment,1, $383.49 , Attending ,
